PLACEKEY,LATITUDE,LONGITUDE,STREET_ADDRESS,CITY,REGION,POSTAL_CODE,PARENT_PLACEKEY,TOP_CATEGORY,SUB_CATEGORY,placekeys_y,store_names_y
zzy-222@5vg-7rz-rtv,37.961984,-122.351256,Wildcat Crk Trl,San Pablo,CA,94806,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5vg-7rz-rtv,Wildcat Creek Trail
222-222@8gq-k86-qj9,29.613841,-83.092448,50 SE 74th Ave,Cross City,FL,32628,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@8gq-k86-qj9,Southern Comfort Campground & RV Park
222-222@8fy-92c-hh5,28.917829,-81.591294,39038 County Road 439,Umatilla,FL,32784,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@8fy-92c-hh5,Mid Florida Marine Mobile Service
223-223@8sz-wgh-hnq,29.707285,-98.128728,565 N Market St,New Braunfels,TX,78130,,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Campgrounds,223-223@8sz-wgh-hnq,Landa Rv Resort
222-22d@8ts-zr4-rc5,33.450361,-111.786845,1927 N Gilbert Rd,Mesa,AZ,85203,222-229@8ts-zr4-rc5,Amusement Parks and Arcades,,222-22d@8ts-zr4-rc5,Ktr Mesa Pos
222-223@5qw-jg9-249,32.955885,-97.543125,12450 Fm 730 N,Azle,TX,76020,,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Campgrounds,222-223@5qw-jg9-249,C And C Live Oak Rv Pa
22g-227@646-3vq-pn5,33.692982,-78.878299,918 N Ocean Blvd,Myrtle Beach,SC,29577,,Amusement Parks and Arcades,,22g-227@646-3vq-pn5,Nightmare Haunted House
22b-222@5pv-9nw-7qz,39.768808,-86.154836,150 E Market St,Indianapolis,IN,46204,223-22c@5pv-9nw-7qz,Amusement Parks and Arcades,Amusement Arcades,22b-222@5pv-9nw-7qz,The Paddock
222-229@5pw-p9r-2kz,41.747891,-88.198453,2555 W 75th St,Naperville,IL,60540,222-227@5pw-p9r-2kz,Amusement Parks and Arcades,Amusement and Theme Parks,222-229@5pw-p9r-2kz,4th Thursday Adventure Run Naperville
zzy-223@5z4-rrx-cyv,33.725095,-117.770888,3864 Viewpark,Irvine,CA,92602,zzy-222@5z4-rrx-cyv,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-223@5z4-rrx-cyv,Hicks Canyon Regional Trail
zzw-223@63j-8gw-wc5,39.189212,-84.464835,7005 Reading Rd,Cincinnati,OH,45237,zzw-222@63j-8gw-wc5,Amusement Parks and Arcades,Amusement and Theme Parks,zzw-223@63j-8gw-wc5,Deveroes Summer Basketball League
225-223@5vg-976-p7q,37.968028,-122.497696,50 Canal St,San Rafael,CA,94901,zzz-222@5vg-976-n5z,Amusement Parks and Arcades,Amusement and Theme Parks,225-223@5vg-976-p7q,Pickleweed Park Community Center
zzy-222@63r-rt5-5cq,38.555991,-78.386607,Skyline Dr,Syria,VA,22743,zzy-222@63r-s66-k2k,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@63r-rt5-5cq,Little Stony Man Trailhead
222-222@5s7-3mg-7qz,43.482745,-83.986071,5200 Kokomo Dr,Saginaw,MI,48604,zzw-222@5s7-3mg-7nq,Amusement Parks and Arcades,Amusement Arcades,222-222@5s7-3mg-7qz,Press Play 989
223-222@5x3-5m5-grk,48.21061,-122.686427,200 S Main St,Coupeville,WA,98239,zzy-223@5x3-5m5-5mk,Amusement Parks and Arcades,Amusement and Theme Parks,223-222@5x3-5m5-grk,Whidbey by Cycle and Sea
222-223@8g7-njq-99f,33.915461,-83.371954,2600 Riverbend Rd,Athens,GA,30602,zzw-222@8g7-nn4-6hq,Amusement Parks and Arcades,Amusement and Theme Parks,222-223@8g7-njq-99f,UGA Golf Course
222-225@5s6-q59-qcq,43.56473,-85.323477,11969 Tullymore Dr,Stanwood,MI,49346,222-222@5s6-q59-qcq,Amusement Parks and Arcades,Amusement and Theme Parks,222-225@5s6-q59-qcq,Tullymore Golf Course
224-223@627-wbz-t9z,40.707057,-74.008451,62 William St,New York,NY,10005,,Amusement Parks and Arcades,Amusement and Theme Parks,224-223@627-wbz-t9z,Rise
22f-223@8fw-38n-45f,26.138691,-80.114155,1040 Bayview Dr,Fort Lauderdale,FL,33304,,Amusement Parks and Arcades,Amusement and Theme Parks,22f-223@8fw-38n-45f,Fun Center Fort Lauderdale
zzy-222@3bh-zv5-4y9,60.479426,-151.094859,349 Centennial Park Rd,Soldotna,AK,99669,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-222@3bh-zv5-4y9,Centennial Camp Ground
zzw-222@63d-6z7-kvf,40.387924,-79.863425,4800 Kennywood Blvd,West Mifflin,PA,15122,,Amusement Parks and Arcades,Amusement and Theme Parks,zzw-222@63d-6z7-kvf,Kennywood
222-222@63q-67m-4qf,42.408904,-76.610589,28 Rockwell Rd,Newfield,NY,14867,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@63q-67m-4qf,Pine Creek Campground
zzw-222@8fz-tk7-ygk,26.786209,-80.140134,7501 N Jog Rd,West Palm Beach,FL,33412,,Amusement Parks and Arcades,Amusement and Theme Parks,zzw-222@8fz-tk7-ygk,SWA Greenway Trail System
224-222@64h-vtj-tvz,36.859554,-76.396739,3120 Tyre Neck Rd,Portsmouth,VA,23703,,Amusement Parks and Arcades,Amusement and Theme Parks,224-222@64h-vtj-tvz,Churchland Swim Club
227-224@627-zbb-qzz,41.224329,-73.713902,742 Bedford Rd,Bedford Hills,NY,10507,,Amusement Parks and Arcades,Amusement and Theme Parks,227-224@627-zbb-qzz,American Family Fun Centers
226-222@8t2-km5-99f,29.883896,-97.670524,218 E Market St,Lockhart,TX,78644,,Amusement Parks and Arcades,Amusement and Theme Parks,226-222@8t2-km5-99f,Lockhart Community Recreation Center
222-222@8dh-cts-rkz,24.725692,-81.009349,109 Coco Plum Dr,Marathon,FL,33050,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@8dh-cts-rkz,Coco Plum Beach & Tennis Club
226-222@5x6-ps5-9xq,49.290805,-123.127253,210-510 Nicola St,Vancouver,BC,V6G 3J7,,Amusement Parks and Arcades,Amusement and Theme Parks,226-222@5x6-ps5-9xq,Urban Waves
zzy-222@5x6-74h-qj9,48.775229,-123.899704,Lake Cowichan,Vancouver,BC,V0R 2G0,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5x6-74h-qj9,Lake Cowichan
223-22m@5vg-7k5-btv,37.858443,-122.483648,1001 Bridgeway,Sausalito,CA,94965,,Amusement Parks and Arcades,Amusement and Theme Parks,223-22m@5vg-7k5-btv,AquaTLC
222-224@63r-bqy-649,39.287481,-76.427063,810 Back River Neck Rd,Essex,MD,21221,,Amusement Parks and Arcades,Amusement and Theme Parks,222-224@63r-bqy-649,Northeast Fiberglass & Gelcoat Repairs
228-222@5pt-cjt-zs5,36.58268,-93.310083,5272 State Highway 165,Branson,MO,65616,zzz-222@5pt-cjz-3nq,RV (Recreational Vehicle) Parks and Recreational Camps,,228-222@5pt-cjt-zs5,Table Rock State Park
222-222@5pj-57h-ndv,38.638427,-89.979163,396 Bethel Mind Rd,Caseyville,IL,62232,,Amusement Parks and Arcades,Amusement Arcades,222-222@5pj-57h-ndv,Gateway Bounce
223-222@5z4-rky-k75,33.882418,-117.60308,1884 Pomona Rd,Corona,CA,92878,,Amusement Parks and Arcades,Amusement and Theme Parks,223-222@5z4-rky-k75,Caliber One Performance Boats
zzy-222@5z8-3pp-gzf,34.456013,-119.653304,824 E Mountain Dr,Montecito,CA,93108,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5z8-3pp-gzf,Tangerine Falls
222-224@5sj-4sg-87q,45.854472,-84.773994,W1118 US Highway 2 W,Saint Ignace,MI,49781,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-224@5sj-4sg-87q,K O A Kampground
22d-222@5zb-wts-he9,33.645298,-112.11436,17455 N Black Canyon Hwy Ste 2,Phoenix,AZ,85023,,Amusement Parks and Arcades,Amusement and Theme Parks,22d-222@5zb-wts-he9,Collier Motorsports
zzy-222@5qf-xkr-6zf,37.90814,-107.347387,8201 County Road 30,Lake City,CO,81235,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-222@5qf-xkr-6zf,Castle Lakes Campground and Cabins
zzw-222@645-bq3-d9z,34.830325,-78.451756,52 Old Tom Morris Rd,Garland,NC,28441,,Amusement Parks and Arcades,Amusement and Theme Parks,zzw-222@645-bq3-d9z,Greensbridge Golf Course
zzy-222@5zb-8xy-zzz,33.789099,-113.561628,69725 Centennial Park Rd,Wenden,AZ,85357,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-222@5zb-8xy-zzz,Centennial Park
zzw-222@8gg-vsj-p9z,34.710991,-82.782871,270 Sanders Rd,Central,SC,29630,,Amusement Parks and Arcades,Amusement and Theme Parks,zzw-222@8gg-vsj-p9z,Grand Central Station Disc Golf Course
zzw-223@5vh-9q9-v2k,37.464623,-121.918003,448 Kato Ter,Fremont,CA,94539,,Amusement Parks and Arcades,Amusement and Theme Parks,zzw-223@5vh-9q9-v2k,Ballistic Gaming PC
zzy-223@5qd-3bp-nnq,40.630304,-111.604702,Big Cottonwood Canyon Rd,Salt Lake City,UT,84121,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-223@5qd-3bp-nnq,Willow Heights Trail
22g-222@63r-7rt-zs5,38.881663,-76.860232,539 Ritchie Rd,Capitol Heights,MD,20743,,Amusement Parks and Arcades,Amusement and Theme Parks,22g-222@63r-7rt-zs5,Underground Sports
222-223@8ts-zxt-mff,33.275438,-111.962264,1576 S Nelson Dr,Chandler,AZ,85226,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-223@8ts-zxt-mff,The MotorCoach Resort
222-223@5x4-8g4-ghq,47.370428,-122.301406,25802 Pacific Hwy S,Kent,WA,98032,,Amusement Parks and Arcades,Amusement and Theme Parks,222-223@5x4-8g4-ghq,Ranger Fiberglass Boat
23h-222@5vh-sqw-r8v,38.114062,-121.286985,1110 W Kettleman Ln Ste 20B,Lodi,CA,95240,,Amusement Parks and Arcades,Amusement and Theme Parks,23h-222@5vh-sqw-r8v,Water Resorts
222-222@5r6-vtg-2p9,36.099025,-94.828284,5116 N Highway 10,Tahlequah,OK,74464,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@5r6-vtg-2p9,Riverside Resort
22g-223@5vh-b77-4n5,37.307376,-121.899945,1174 Lincoln Ave Ste 11,San Jose,CA,95125,,Amusement Parks and Arcades,Amusement and Theme Parks,22g-223@5vh-b77-4n5,Velo Girls
224-222@5z4-rvb-vpv,33.693159,-117.79638,1 Blue Riv,Irvine,CA,92604,,Amusement Parks and Arcades,Amusement and Theme Parks,224-222@5z4-rvb-vpv,Woodbridge South Lake
222-224@5yz-yjz-tsq,36.903435,-111.479174,680 Haul Rd,Page,AZ,86040,,Amusement Parks and Arcades,Amusement and Theme Parks,222-224@5yz-yjz-tsq,Desert Service
223-222@8gc-7p7-snq,32.788948,-80.027077,1937 Savannah Hwy,Charleston,SC,29407,,Amusement Parks and Arcades,Amusement and Theme Parks,223-222@8gc-7p7-snq,Seel's Outboard
224-222@5pw-2s2-dy9,41.675983,-87.737244,11901 S Cicero Ave,Alsip,IL,60803,,Amusement Parks and Arcades,Amusement and Theme Parks,224-222@5pw-2s2-dy9,Fun Time Square
223-222@8fw-222-8sq,25.80195,-80.191776,167 NE 26th St,Miami,FL,33137,,Amusement Parks and Arcades,Amusement and Theme Parks,223-222@8fw-222-8sq,Charlie's Arrow
222-223@5p2-4yq-pvz,41.41317,-96.531265,2725 Reed Ln,Fremont,NE,68025,,Amusement Parks and Arcades,Amusement and Theme Parks,222-223@5p2-4yq-pvz,Whitetail Run
222-222@8dg-kpv-ckf,26.634739,-81.870309,2277 Grand Ave,Fort Myers,FL,33901,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@8dg-kpv-ckf,Cape Fear Beach Volleyball Club
225-222@5pj-5yp-pd9,38.761396,-90.121488,3225 W Chain of Rocks Rd,Granite City,IL,62040,,RV (Recreational Vehicle) Parks and Recreational Camps,,225-222@5pj-5yp-pd9,Trails End Campgrounds
zzy-222@62k-j83-t7q,41.70669,-71.63509,150 Waters Edge,Coventry,RI,02816,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-222@62k-j83-t7q,Water's Edge Campground
222-222@645-xh9-c89,34.28992,-79.911332,310 Jessamine St,Darlington,SC,29532,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@645-xh9-c89,Pine Recreation Center
zzy-222@5zb-t3h-nbk,34.527803,-112.3939,N Walker Rd,Prescott,AZ,86303,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5zb-t3h-nbk,Lynx Lake
222-222@8g9-3mg-mff,35.035959,-84.423931,4651 Highway 64,Copperhill,TN,37317,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@8g9-3mg-mff,Ocoee Adventure Center
zzw-222@63h-n24-w6k,40.560305,-84.162252,14498 Cemetery Rd,Wapakoneta,OH,45895,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzw-222@63h-n24-w6k,Twin Lakes Vacation Resort
225-222@5z5-qcq-x89,32.74796,-117.001825,3781 Bancroft Dr,Spring Valley,CA,91977,,Amusement Parks and Arcades,Amusement and Theme Parks,225-222@5z5-qcq-x89,Marshall Marine
222-222@8gd-kd9-3h5,32.427362,-80.723,247 Robert Smalls Pkwy,Beaufort,SC,29906,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@8gd-kd9-3h5,Beaufort Boat House
222-222@8sy-t4d-xyv,31.054995,-98.069114,7360 E Highway 190,Lampasas,TX,76550,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@8sy-t4d-xyv,Our Friends Campground
222-222@8sy-23b-mrk,27.498054,-97.856532,2001 S Brahma Blvd,Kingsville,TX,78363,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@8sy-23b-mrk,Kingsville Charity Spin
zzy-222@8tv-z9d-mrk,30.599109,-103.929398,Tx-118,Fort Davis,TX,79734,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@8tv-z9d-mrk,Davis Mountain loop
zzy-222@8gk-y5b-4qf,33.221369,-86.848183,1932 Warrior Pkwy,Alabaster,AL,35007,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@8gk-y5b-4qf,Southern Xpress
222-222@5xq-487-pn5,34.109736,-118.937216,12896 Yerba Buena Rd,Malibu,CA,90265,222-223@5xq-487-pn5,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@5xq-487-pn5,Circle X Ranch
zzy-222@5q6-3jr-fvf,39.481597,-105.693164,CO Rd 62,Grant,CO,80448,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5q6-3jr-fvf,Threemile Creek Trail
227-222@5pw-2ph-djv,41.642181,-87.705329,13800 S Trumbull Ave,Robbins,IL,60472,,Amusement Parks and Arcades,Amusement and Theme Parks,227-222@5pw-2ph-djv,Southside Recreation & Education Center
222-223@5xq-534-7bk,34.418436,-119.698774,701 State St,Santa Barbara,CA,93101,23t-224@5xq-533-7t9,Amusement Parks and Arcades,,222-223@5xq-534-7bk,Aloha Skate Rink
zzy-22f@628-tp6-yvz,40.455864,-74.396805,Mid State Mall,South River,NJ,08816,zzy-229@628-tp6-yvz,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-22f@628-tp6-yvz,Mid State Bowl
zzy-222@5vg-ts8-2zf,38.624646,-121.422639,1910 Kenwood St # 1916,Sacramento,CA,95815,zzz-222@5vg-ts8-2zf,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5vg-ts8-2zf,Mackey Disc Golf Course
22d-222@8f6-8jj-nkf,33.499677,-88.401121,2535 Main St,Columbus,MS,39701,zzz-222@8f6-8jh-kmk,Amusement Parks and Arcades,Amusement and Theme Parks,22d-222@8f6-8jj-nkf,Columbus Lowndes Recreation Center
zzy-223@5qv-xbj-vfz,32.757633,-97.067699,2598 E Copeland Rd,Arlington,TX,76011,zzw-223@5qv-xbj-vj9,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-223@5qv-xbj-vfz,Mini Mine Ride
222-22w@5vh-b37-zvf,37.657164,-122.057473,25800 Carlos Bee Blvd,Hayward,CA,94542,zzw-222@5vh-b39-rtv,Amusement Parks and Arcades,Amusement and Theme Parks,222-22w@5vh-b37-zvf,Cal State East Bay Tennis Courts
zzy-222@5wx-vbg-fs5,46.928718,-124.172435,1581 E Ocean Shores Blvd SW,Ocean Shores,WA,98569,zzz-222@5wx-vbg-fs5,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5wx-vbg-fs5,North Jetty
222-222@5qs-w3b-h5z,35.308914,-97.466469,500 Willow Pine Dr,Moore,OK,73160,zzw-222@5qs-w3b-fs5,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@5qs-w3b-h5z,Broadmoore Golf Course
236-222@8fz-s7r-qpv,26.699801,-80.055815,501 Palm St Unit B2,West Palm Beach,FL,33401,,RV (Recreational Vehicle) Parks and Recreational Camps,,236-222@8fz-s7r-qpv,Palm Beach Vacation Rentals
222-222@62k-hw5-gkz,41.779163,-71.484282,223 Scituate Ave,Cranston,RI,02921,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@62k-hw5-gkz,Adventure Base Camp
225-222@8fy-8c6-3h5,28.587445,-81.368174,1402 Miller Ave,Winter Park,FL,32789,,RV (Recreational Vehicle) Parks and Recreational Camps,,225-222@8fy-8c6-3h5,Winter Park Mid Century Oasis
223-223@63g-4g9-kfz,36.068173,-80.220529,827 E Sprague St,Winston Salem,NC,27107,,Amusement Parks and Arcades,Amusement and Theme Parks,223-223@63g-4g9-kfz,City Amusement Company
222-226@8fz-s6g-92k,26.777553,-80.03943,98 Lake Dr,Palm Beach Shores,FL,33404,,Amusement Parks and Arcades,Amusement and Theme Parks,222-226@8fz-s6g-92k,Water Taxi Palm Beach
zzy-222@628-hx2-t5f,40.910469,-74.655241,1 Rogers Dr,Landing,NJ,07850,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@628-hx2-t5f,Shore Hills Park
222-222@8gh-nj4-7bk,30.435667,-84.354294,4400 Blountstown Hwy,Tallahassee,FL,32304,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@8gh-nj4-7bk,Tri State Marine
222-222@63s-dqp-5j9,39.688584,-75.547285,22 Lukens Dr,Historic New Castle,DE,19720,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@63s-dqp-5j9,Daniel Kaplin Real Adventures
zzy-222@5vg-3sb-6hq,38.262164,-121.953477,Ragsdale St,Fairfield,CA,94535,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-222@5vg-3sb-6hq,Travis AFB Fam Camp
222-222@5xc-xnd-mc5,46.284329,-123.954766,12 Bayview St,Chinook,WA,98614,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@5xc-xnd-mc5,River's End Campground
zzw-222@5x3-t3f-yy9,47.309504,-122.074522,19830 SE 328th Pl,Auburn,WA,98092,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzw-222@5x3-t3f-yy9,Black Diamond Camps
226-222@5z6-2m9-2x5,33.528434,-117.771869,154 Pearl St,Laguna Beach,CA,92651,,Amusement Parks and Arcades,Amusement and Theme Parks,226-222@5z6-2m9-2x5,Pearl Street Tidepool
224-224@5pm-vwj-6tv,35.826882,-88.915922,1011 N Central Ave,Humboldt,TN,38343,,Amusement Parks and Arcades,Amusement and Theme Parks,224-224@5pm-vwj-6tv,Sportsman
22h-222@5qw-t3m-mx5,32.794173,-96.828822,2001 Irving Blvd,Dallas,TX,75207,,Amusement Parks and Arcades,Amusement and Theme Parks,22h-222@5qw-t3m-mx5,Dallas Scaregrounds
22q-223@5vg-7j5-7wk,37.860216,-122.487632,1417 Bridgeway,Sausalito,CA,94965,,Amusement Parks and Arcades,Amusement and Theme Parks,22q-223@5vg-7j5-7wk,The Sausalito Bicycle Company
zzw-222@5v6-gpk-skf,39.648102,-121.801071,9447 Midway,Durham,CA,95938,,Amusement Parks and Arcades,Amusement and Theme Parks,zzw-222@5v6-gpk-skf,Durham Recreation & Park District
222-222@5qk-hyr-rp9,40.355249,-104.98027,3618 SE Frontage Rd,Johnstown,CO,80534,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@5qk-hyr-rp9,J C Rv Park
222-222@5s3-pm4-x5z,44.587025,-85.351128,6801 Fife Lake Rd,Fife Lake,MI,49633,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@5s3-pm4-x5z,Fife Lake Marine Small Engines
zzw-222@665-zq7-gc5,43.839219,-79.455044,8905 Bathurst St,Richmond Hill,ON,L4C 0H4,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzw-222@665-zq7-gc5,Richmond Hill Country Club
228-222@5s7-2gc-2ff,42.653864,-83.372412,4357 Highland Rd,Waterford,MI,48328,,Amusement Parks and Arcades,Amusement and Theme Parks,228-222@5s7-2gc-2ff,Nu Way Vending
222-222@5pv-byb-mp9,39.96664,-86.977401,5000 S 400 W,Crawfordsville,IN,47933,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@5pv-byb-mp9,Lake Holiday Property Owners
222-222@627-rxx-qxq,40.88915,-73.785209,101 Harbor Ln W,New Rochelle,NY,10805,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@627-rxx-qxq,West Harbor Yacht Svce
222-222@5z5-qcz-kxq,32.840155,-117.036993,1 Father Junipero Serra Trl,San Diego,CA,92119,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@5z5-qcz-kxq,Kwaay Paay Trail and Summit
zzw-222@5sc-fjb-whq,43.017683,-88.015033,8200 W Greenfield Ave,West Allis,WI,53214,,Amusement Parks and Arcades,Amusement and Theme Parks,zzw-222@5sc-fjb-whq,Milwaukee Boat Show
228-222@63d-6xk-snq,40.350478,-79.868877,500 Water St,McKeesport,PA,15132,,Amusement Parks and Arcades,Amusement and Theme Parks,228-222@63d-6xk-snq,Great Allegheny Passage
zzw-222@5z4-rwr-skf,33.848565,-118.002217,7860 Western Ave,Buena Park,CA,90620,,Amusement Parks and Arcades,Amusement and Theme Parks,zzw-222@5z4-rwr-skf,Hurlbut Amusement
22m-222@5pv-9pb-kmk,39.71772,-86.135672,3346 Teakwood Dr,Indianapolis,IN,46227,,RV (Recreational Vehicle) Parks and Recreational Camps,,22m-222@5pv-9pb-kmk,Not Your Norm Camp
222-222@8sx-y38-99f,27.872609,-97.170383,2110 Fm 2725,Ingleside,TX,78362,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@8sx-y38-99f,A1 RV Park
zzy-223@5s8-cf3-xkf,44.988344,-93.408252,975 Nathan Ln N Ste A,Plymouth,MN,55441,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-223@5s8-cf3-xkf,Durashield Boat Covers
222-222@8gf-xsq-4sq,35.511806,-80.144828,248 Badin Lake Rd,New London,NC,28127,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@8gf-xsq-4sq,Badin Lake Boating Center
zzy-222@8dj-f7r-c3q,28.127154,-82.463486,16150 Hanna Rd,Lutz,FL,33549,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@8dj-f7r-c3q,Bud Banks Marine
223-222@5pk-nqn-nqz,38.917994,-90.485323,47 Harbor Dr,Saint Charles,MO,63301,,Amusement Parks and Arcades,Amusement and Theme Parks,223-222@5pk-nqn-nqz,Little John's Marine
223-222@628-wjz-2ff,41.857243,-72.958334,92 Main St,New Hartford,CT,06057,,Amusement Parks and Arcades,Amusement and Theme Parks,223-222@628-wjz-2ff,Farmington River Tubing
226-223@8g6-scv-q2k,32.60971,-83.683047,1902 Elberta Rd,Warner Robins,GA,31093,,Amusement Parks and Arcades,Amusement and Theme Parks,226-223@8g6-scv-q2k,Kingdom Impact
223-222@5z4-rw9-2hq,33.786161,-117.923472,12192 West St,Garden Grove,CA,92840,,Amusement Parks and Arcades,Amusement and Theme Parks,223-222@5z4-rw9-2hq,Garden Grove Pony Baseball
222-222@8fc-vsm-r6k,29.984804,-93.387636,1250 Recreation Cir,Hackberry,LA,70645,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@8fc-vsm-r6k,Hackberry Recreation Center
222-222@5q7-yy7-hwk,38.216485,-104.626475,3215 Lake Ave,Pueblo,CO,81004,,Amusement Parks and Arcades,Amusement Arcades,222-222@5q7-yy7-hwk,Southern Colorado Gaming and Event Center
22d-223@5z5-2ww-td9,34.270894,-118.76967,1920 Hubbard St,Simi Valley,CA,93065,,Amusement Parks and Arcades,Amusement and Theme Parks,22d-223@5z5-2ww-td9,Fist 4 Combat Fight Team
22b-224@627-tbg-gc5,40.594241,-73.57862,143 Bayside Dr,Point Lookout,NY,11569,,Amusement Parks and Arcades,Amusement and Theme Parks,22b-224@627-tbg-gc5,Wardle Edw P
222-222@8dg-hg8-tvz,26.95701,-82.065425,4838 Tamiami Trl,Charlotte Harbor,FL,33980,,RV (Recreational Vehicle) Parks and Recreational Camps,,222-222@8dg-hg8-tvz,Charlotte Harbor Rv Park
zzy-23b@5z4-rwg-6p9,33.812481,-117.915895,1313 Disneyland Drive,Anaheim,CA,92802,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-23b@5z4-rwg-6p9,Tomorrowland
223-222@5p8-n9w-y35,46.593856,-94.224833,30396 Alpine Dr,Breezy Point,MN,56472,,Amusement Parks and Arcades,Amusement and Theme Parks,223-222@5p8-n9w-y35,Lakeside Dock & Marine
zzy-222@5z4-rxs-vvf,33.819922,-117.916392,333 W Ball Rd,Anaheim,CA,92805,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-222@5z4-rxs-vvf,Anaheim RV Village
222-222@62k-cwx-vs5,42.99219,-71.929845,119 US Highway 202,Bennington,NH,03442,,Amusement Parks and Arcades,Amusement and Theme Parks,222-222@62k-cwx-vs5,Amazing Grace Marina
zzy-222@5z4-mwp-yd9,34.165768,-117.523215,4800 Etiwanda Ave,Rancho Cucamonga,CA,91739,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-222@5z4-mwp-yd9,North Etiwanda Preserve
222-224@8gk-2dm-3dv,30.188859,-85.828134,12011 Front Beach Rd,Panama City Beach,FL,32407,zzy-222@8gk-2dm-3t9,RV (Recreational Vehicle) Parks and Recreational Camps,,222-224@8gk-2dm-3dv,Dawn's Rentals Panama City Beach
222-224@63d-gzc-k9f,39.509259,-79.322834,20160 Garrett Hwy,Oakland,MD,21550,,Amusement Parks and Arcades,Amusement and Theme Parks,222-224@63d-gzc-k9f,Crystal Waters Boat Rentals
235-222@5z4-qyr-p9z,33.431479,-117.623855,107 Avenida de la Grulla,San Clemente,CA,92672,,RV (Recreational Vehicle) Parks and Recreational Camps,,235-222@5z4-qyr-p9z,Golden Coast Vacation Rentals
zzy-223@5z4-ngy-9fz,34.124694,-116.909928,Valley of the Falls Dr,Forest Falls,CA,92339,,Amusement Parks and Arcades,Amusement and Theme Parks,zzy-223@5z4-ngy-9fz,San Gorgonio 9 Peaks Challenge
zzy-222@5vh-45v-jqf,39.322687,-122.836048,Bear Creek Rd M-10 Mendocino Frst,Upper Lake,CA,95485,,RV (Recreational Vehicle) Parks and Recreational Camps,,zzy-222@5vh-45v-jqf,Bear Creek Campground USFS
229-222@8fc-8z4-qxq,29.560005,-95.034279,2517 Nasa Pkwy Ste 7 Pier 1,Seabrook,TX,77586,,Amusement Parks and Arcades,Amusement and Theme Parks,229-222@8fc-8z4-qxq,Southwest Kayaking School
