County,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
Curry County,0.9529,0.9555,0.8934,0.6042,0.9395
De Baca County,0.7162,0.4232,0.9434,0.0897,0.5043
Do?a Ana County,0.9688,0.9071,0.9714,0.958,0.9873
Eddy County,0.3888,0.8696,0.9017,0.5237,0.6382
Grant County,0.6707,0.6936,0.889,0.6106,0.7404
Guadalupe County,0.8221,0.7766,0.9889,0.7976,0.8791
Harding County,0.5485,0.6742,0.8988,0.5485,0.6615
Hidalgo County,0.6984,0.8371,0.9354,0.9905,0.9179
Lea County,0.9189,0.8301,0.9504,0.8766,0.9399
Lincoln County,0.8116,0.9195,0.7916,0.5269,0.8346
Los Alamos County,0.0003,0.0255,0.658,0.0789,0.0099
Luna County,0.9577,1,0.9704,0.9367,0.9997
McKinley County,0.9325,0.9208,0.9968,0.8985,0.9695
Mora County,0.399,0.9873,0.9831,0.1562,0.6169
Otero County,0.8594,0.9192,0.8851,0.8686,0.9294
Quay County,0.8762,0.9898,0.8832,0.2943,0.8711
Rio Arriba County,0.7152,0.9437,0.9911,0.2545,0.763
Roosevelt County,0.9182,0.8737,0.8743,0.9106,0.951
Sandoval County,0.3201,0.6672,0.9122,0.1435,0.3933
San Juan County,0.9637,0.9201,0.9389,0.8234,0.9669
San Miguel County,0.8772,0.9593,0.9873,0.9866,0.9854
Santa Fe County,0.6462,0.692,0.91,0.7057,0.7633
Sierra County,0.5746,0.8508,0.7646,0.742,0.7677
Socorro County,0.7194,0.7948,0.9475,0.9637,0.8972
Taos County,0.6176,0.8972,0.9411,0.2895,0.6955
Torrance County,0.8142,0.7776,0.881,0.4047,0.7712
Union County,0.6666,0.9901,0.8584,0.9771,0.9526
Valencia County,0.8307,0.9322,0.9561,0.6198,0.8823
Albany County,0.3115,0.1737,0.6656,0.8021,0.461
Allegany County,0.4973,0.1362,0.119,0.8155,0.4543
Bronx County,0.9787,0.9545,0.9952,0.9806,0.9965
Broome County,0.6227,0.5224,0.5065,0.8972,0.7248
Cattaraugus County,0.6096,0.6087,0.328,0.8358,0.6809
Cayuga County,0.4524,0.2062,0.342,0.8839,0.5208
Chautauqua County,0.6147,0.7579,0.4085,0.798,0.7229
Chemung County,0.5616,0.5507,0.434,0.7156,0.6093
Chenango County,0.4604,0.4779,0.1225,0.6898,0.4833
Clinton County,0.384,0.0837,0.2984,0.9103,0.4445
Columbia County,0.3519,0.4582,0.4518,0.5192,0.427
Cortland County,0.4165,0.0305,0.265,0.8444,0.3684
Delaware County,0.5275,0.4938,0.265,0.5822,0.5142
Dutchess County,0.3058,0.1613,0.6828,0.7696,0.447
Erie County,0.3602,0.4235,0.6233,0.6395,0.4913
Essex County,0.3096,0.279,0.2164,0.6424,0.3516
Franklin County,0.5539,0.1425,0.4683,0.8626,0.5597
Fulton County,0.4566,0.2603,0.3016,0.5189,0.3977
Genesee County,0.2234,0.1139,0.2959,0.5501,0.2335
Greene County,0.2899,0.1597,0.4569,0.7961,0.4076
Hamilton County,0.3474,0.2122,0.2062,0.1012,0.1654
Herkimer County,0.2071,0.2596,0.182,0.6357,0.2755
Jefferson County,0.5453,0.3796,0.5237,0.9252,0.6653
Kings County,0.8775,0.5352,0.9395,0.9249,0.8874
Lewis County,0.3023,0.2106,0.0675,0.2676,0.1925
Livingston County,0.2453,0.0471,0.3016,0.6328,0.2294
Madison County,0.1689,0.0452,0.2536,0.6207,0.1801
Monroe County,0.4136,0.6093,0.6806,0.7162,0.5943
Montgomery County,0.6895,0.8867,0.5501,0.7232,0.7881
Nassau County,0.1324,0.1696,0.8129,0.5584,0.2778
New York County,0.6268,0.0996,0.8896,0.9784,0.7283
Niagara County,0.3595,0.489,0.4604,0.5383,0.4454
Oneida County,0.3907,0.7401,0.5237,0.9259,0.6828
Onondaga County,0.4146,0.4881,0.6045,0.804,0.588
Ontario County,0.1327,0.3242,0.3484,0.6367,0.2682
Orange County,0.5097,0.6246,0.776,0.882,0.7299
Orleans County,0.6427,0.3958,0.42,0.6201,0.58
Oswego County,0.6137,0.2094,0.1985,0.9227,0.5962
Otsego County,0.3417,0.0986,0.3086,0.6796,0.3287
Putnam County,0.1209,0.062,0.6115,0.2326,0.1187
Queens County,0.8282,0.1899,0.9765,0.8772,0.8024
Rensselaer County,0.2727,0.2396,0.5183,0.7302,0.4047
Richmond County,0.4413,0.3328,0.8021,0.811,0.5956
Rockland County,0.6087,0.5062,0.7607,0.8915,0.7471
St. Lawrence County,0.6701,0.2854,0.2265,0.9815,0.7108
Saratoga County,0.0519,0.035,0.335,0.3611,0.0649
Schenectady County,0.4012,0.1744,0.6634,0.7388,0.4874
Schoharie County,0.2704,0.1044,0.2914,0.7576,0.3172
Schuyler County,0.4267,0.1343,0.119,0.5507,0.3159
Seneca County,0.6564,0.2902,0.3535,0.707,0.5737
Steuben County,0.4349,0.4378,0.1861,0.6764,0.4683
Suffolk County,0.223,0.1114,0.7226,0.4321,0.2596
Sullivan County,0.7499,0.7652,0.6901,0.9475,0.8654
Tioga County,0.2584,0.0939,0.119,0.279,0.1505
Tompkins County,0.3312,0.0197,0.5829,0.9131,0.3907
Ulster County,0.5043,0.2125,0.6115,0.7811,0.5511
Warren County,0.2319,0.1279,0.1985,0.4171,0.1954
Washington County,0.4505,0.2523,0.2485,0.6087,0.4127
Wayne County,0.3226,0.342,0.3446,0.5294,0.3633
Westchester County,0.4216,0.3821,0.8641,0.9373,0.6685
Wyoming County,0.2606,0.0636,0.3322,0.5686,0.2399
Yates County,0.6522,0.1581,0.0675,0.9173,0.5724
Alamance County,0.6643,0.5266,0.7668,0.7076,0.7136
Alexander County,0.4922,0.2924,0.4018,0.5466,0.4559
Alleghany County,0.8613,0.4998,0.3977,0.5807,0.7168
Anson County,0.9736,0.8034,0.8969,0.8256,0.9529
Ashe County,0.5632,0.6382,0.2164,0.2695,0.4518
Avery County,0.6624,0.4986,0.3675,0.909,0.7191
Beaufort County,0.8654,0.8451,0.7156,0.447,0.8066
Bertie County,0.9784,0.658,0.9446,0.9138,0.9586
Bladen County,0.86,0.7709,0.8352,0.5848,0.8326
Brunswick County,0.3535,0.1244,0.504,0.2004,0.2275
Buncombe County,0.5094,0.3691,0.4839,0.8409,0.5994
Burke County,0.7149,0.6793,0.5148,0.6249,0.7079
Cabarrus County,0.3614,0.4817,0.7706,0.3376,0.4321
Caldwell County,0.7257,0.6981,0.4018,0.4808,0.6503
Camden County,0.2561,0.6032,0.546,0.1021,0.2523
Carteret County,0.4547,0.2558,0.4057,0.4432,0.3888
Caswell County,0.7442,0.7646,0.7881,0.4384,0.7302
Catawba County,0.6055,0.6312,0.6249,0.7016,0.6818
Chatham County,0.2997,0.469,0.6516,0.167,0.2949
Cherokee County,0.7213,0.2482,0.2854,0.1333,0.3729
Chowan County,0.6806,0.8769,0.7814,0.4594,0.7394
Clay County,0.678,0.133,0.2234,0.4155,0.4232
Cleveland County,0.8699,0.7044,0.6481,0.8085,0.8524
Columbus County,0.952,0.8116,0.7951,0.846,0.937
Craven County,0.6373,0.8081,0.7261,0.8597,0.8126
Cumberland County,0.833,0.8718,0.9141,0.9558,0.943
Currituck County,0.2409,0.196,0.4248,0.0134,0.0862
Dare County,0.3805,0.1384,0.4117,0.1422,0.2071
Davidson County,0.6249,0.6812,0.5558,0.2752,0.553
Davie County,0.3665,0.5523,0.4658,0.3668,0.4057
Duplin County,0.9058,0.9749,0.8683,0.5549,0.9144
Durham County,0.5873,0.238,0.9065,0.8661,0.686
Edgecombe County,0.966,0.901,0.9418,0.7773,0.9605
Forsyth County,0.7652,0.6825,0.8291,0.7436,0.8126
Franklin County,0.5819,0.7019,0.756,0.5107,0.6491
Gaston County,0.6984,0.6163,0.6726,0.4578,0.65
Gates County,0.5765,0.5199,0.7464,0.0633,0.4053
Graham County,0.7684,0.7792,0.42,0.4591,0.6933
Granville County,0.6745,0.5778,0.8164,0.4811,0.6612
Greene County,0.9745,0.8272,0.8883,0.985,0.9863
Guilford County,0.6962,0.5469,0.8797,0.84,0.7865
Halifax County,0.9844,0.9007,0.9332,0.936,0.987
Harnett County,0.7432,0.8107,0.7836,0.4302,0.7372
Haywood County,0.5266,0.5441,0.2323,0.1702,0.3646
Henderson County,0.4365,0.5959,0.4913,0.2806,0.4286
Hertford County,0.9656,0.735,0.9513,0.8279,0.9427
Hoke County,0.8384,0.9345,0.931,0.6535,0.8909
Hyde County,0.9949,0.8966,0.8101,0.1989,0.874
Iredell County,0.3487,0.4041,0.615,0.3398,0.3773
Jackson County,0.8174,0.2899,0.5352,0.9386,0.7862
Johnston County,0.4683,0.6102,0.7261,0.4152,0.5294
Jones County,0.7973,0.2654,0.7598,0.5695,0.6736
Lee County,0.8571,0.9666,0.8072,0.6112,0.8953
Lenoir County,0.971,0.9975,0.8794,0.9774,0.9984
Lincoln County,0.2746,0.2685,0.4658,0.2666,0.2517
McDowell County,0.6421,0.7502,0.3847,0.861,0.7518
Macon County,0.6195,0.6351,0.3592,0.2288,0.4906
Madison County,0.3573,0.118,0.1654,0.7483,0.35
Martin County,0.9275,0.959,0.8641,0.6586,0.9306
Mecklenburg County,0.5787,0.4747,0.8915,0.5135,0.6115
Mitchell County,0.5437,0.629,0.2444,0.658,0.5689
Montgomery County,0.5705,0.9628,0.7537,0.5816,0.7741
Moore County,0.2778,0.6074,0.5867,0.2157,0.3306
Nash County,0.8403,0.741,0.881,0.8804,0.8902
New Hanover County,0.5638,0.0824,0.5797,0.4989,0.4289
Northampton County,0.9548,0.5157,0.9233,0.7786,0.8906
Onslow County,0.7585,0.6793,0.7213,0.7499,0.7948
Orange County,0.2857,0.0474,0.686,0.8454,0.3945
Pamlico County,0.5972,0.5603,0.6211,0.4146,0.5616
Pasquotank County,0.7324,0.6001,0.8473,0.6774,0.7626
Pender County,0.5294,0.4671,0.6204,0.573,0.5606
Perquimans County,0.7175,0.7451,0.6567,0.1858,0.5921
Person County,0.5558,0.6532,0.7165,0.2787,0.5393
Pitt County,0.8721,0.5282,0.8524,0.9679,0.9001
Polk County,0.3121,0.4578,0.4165,0.413,0.3583
Randolph County,0.6736,0.7681,0.5679,0.4108,0.6475
Richmond County,0.9761,0.882,0.825,0.9739,0.986
Robeson County,0.9828,0.9523,0.9758,0.9784,0.9962
Rockingham County,0.875,0.825,0.6516,0.6997,0.8514
Rowan County,0.7725,0.742,0.6599,0.8832,0.8435
Rutherford County,0.7897,0.8584,0.4973,0.6958,0.8072
Sampson County,0.93,0.8702,0.8721,0.867,0.9459
Scotland County,0.9857,0.8225,0.9135,0.9981,0.9959
Stanly County,0.6169,0.769,0.5352,0.5549,0.6631
Stokes County,0.5584,0.4893,0.2959,0.2816,0.4324
Surry County,0.8024,0.8797,0.4814,0.622,0.8005
Swain County,0.8581,0.832,0.7894,0.8788,0.901
Transylvania County,0.3764,0.4661,0.2959,0.7098,0.4773
Tyrrell County,0.819,0.7945,0.8075,0.7531,0.854
Union County,0.2221,0.3786,0.6701,0.0932,0.2008
Vance County,0.9532,0.9745,0.929,0.7283,0.9672
Wake County,0.2526,0.3229,0.7989,0.4257,0.3621
Warren County,0.9707,0.9605,0.931,0.923,0.9879
Washington County,0.9475,0.8511,0.9036,0.3716,0.8603
Watauga County,0.8619,0.0048,0.2444,0.5969,0.4238
Wayne County,0.8788,0.8991,0.8616,0.9545,0.9564
Wilkes County,0.8164,0.6491,0.3917,0.5272,0.707
Wilson County,0.9599,0.8543,0.8909,0.8136,0.952
Yadkin County,0.7206,0.5113,0.4741,0.5202,0.6233
Yancey County,0.7089,0.6971,0.2109,0.2533,0.5307
Adams County,0.1495,0.1648,0.2062,0.5708,0.2052
Barnes County,0.1355,0.0885,0.2879,0.5838,0.1842
Benson County,0.4117,0.8565,0.9211,0.8107,0.7426
Billings County,0.0127,0.015,0.0003,0.2113,0.0095
Bottineau County,0.0907,0.1333,0.2854,0.3073,0.111
Bowman County,0.251,0.5896,0.2164,0.1899,0.2421
Burke County,0.0159,0.3194,0.1572,0.0815,0.0363
Burleigh County,0.0382,0.1556,0.3939,0.7655,0.1963
Cass County,0.1511,0.0649,0.4636,0.7477,0.2485
Cavalier County,0.0563,0.3882,0.1457,0.1992,0.0955
Dickey County,0.1855,0.2036,0.3217,0.1922,0.146
Divide County,0.1858,0.2619,0.413,0.5587,0.2768
Dunn County,0.2036,0.5819,0.552,0.5927,0.4104
Eddy County,0.2078,0.5628,0.2733,0.7327,0.4082
Emmons County,0.1664,0.028,0.0407,0.1705,0.0506
Foster County,0.007,0.0716,0.0675,0.1149,0.0127
Golden Valley County,0.1024,0.5164,0.4117,0.2711,0.1982
Grand Forks County,0.2867,0.0191,0.4839,0.8654,0.3198
Grant County,0.1973,0.3124,0.2109,0.3535,0.2097
Griggs County,0.0258,0.1534,0.021,0.202,0.0407
Hettinger County,0.3268,0.2218,0.1985,0.0853,0.1495
Kidder County,0.1031,0.0843,0.2444,0.0312,0.0321
LaMoure County,0.0894,0.0843,0.0229,0.0687,0.0305
Logan County,0.0856,0.3761,0.1037,0.1053,0.0754
McHenry County,0.1709,0.1588,0.0627,0.1416,0.0907
McIntosh County,0.1674,0.1578,0.1572,0.2867,0.1368
McKenzie County,0.3369,0.1145,0.6029,0.874,0.468
McLean County,0.0156,0.2959,0.363,0.1915,0.0662
Mercer County,0.2577,0.4652,0.2587,0.5056,0.3296
Morton County,0.0589,0.0274,0.3592,0.2746,0.0519
Mountrail County,0.4333,0.7868,0.8088,0.8142,0.7156
Nelson County,0.0274,0.4047,0.2214,0.0646,0.0468
Oliver County,0.0242,0.5256,0.2164,0.1584,0.0808
Pembina County,0.1934,0.14,0.3016,0.1429,0.1206
Pierce County,0.111,0.4776,0.1654,0.1199,0.1155
Ramsey County,0.2186,0.5848,0.4973,0.7658,0.4747
Ransom County,0.0805,0.0515,0.2914,0.4015,0.0935
Renville County,0.0363,0.0375,0.0264,0.195,0.0245
Richland County,0.1091,0.1448,0.2984,0.7821,0.2459
Rolette County,0.8358,0.6847,0.985,0.8947,0.8934
Sargent County,0.0022,0.2253,0.2536,0.1059,0.0251
Sheridan County,0.071,0.0325,0.0264,0.0207,0.0073
Sioux County,0.9551,0.6166,0.9908,0.8104,0.9176
Slope County,0.0977,0.1378,0.0299,0.006,0.0134
Stark County,0.1944,0.0865,0.3977,0.8425,0.3112
Steele County,0.028,0.0783,0.015,0.1906,0.0299
Stutsman County,0.4792,0.2164,0.2399,0.6723,0.4419
Towner County,0.4311,0.5784,0.4222,0.02,0.2297
Traill County,0.0293,0.0576,0.2692,0.4493,0.0697
Walsh County,0.23,0.4521,0.4683,0.4843,0.3385
Ward County,0.1499,0.0671,0.5065,0.756,0.2571
Wells County,0.1508,0.3557,0.0525,0.6217,0.2437
Williams County,0.2262,0.4766,0.5778,0.8762,0.5062
Adams County,0.8349,0.7181,0.0229,0.4508,0.6516
Allen County,0.4152,0.672,0.5326,0.6659,0.5673
Ashland County,0.3194,0.2081,0.0675,0.6522,0.3096
Ashtabula County,0.8995,0.6704,0.3675,0.7906,0.8247
Athens County,0.7165,0.0363,0.3086,0.9332,0.5772
Auglaize County,0.0229,0.1915,0.0579,0.092,0.0261
Belmont County,0.3503,0.1505,0.2234,0.5609,0.3067
Brown County,0.504,0.4006,0.021,0.392,0.3691
Butler County,0.3649,0.5145,0.5597,0.4254,0.4346
Carroll County,0.3729,0.6137,0.0525,0.3032,0.3255
Champaign County,0.1705,0.1559,0.1861,0.181,0.1123
Clark County,0.6287,0.8387,0.4699,0.4998,0.6627
Clermont County,0.1896,0.1575,0.2109,0.2634,0.1479
Clinton County,0.3299,0.4979,0.1753,0.3303,0.3038
Columbiana County,0.4225,0.3621,0.1654,0.6058,0.4162
Coshocton County,0.7623,0.7213,0.0579,0.5262,0.6351
Crawford County,0.5291,0.7576,0.0757,0.1489,0.3856
Cuyahoga County,0.6554,0.6946,0.8043,0.6281,0.7305
Darke County,0.2148,0.2755,0.0407,0.0649,0.0961
Defiance County,0.2144,0.6239,0.4222,0.1747,0.2529
Delaware County,0.0054,0.1651,0.4998,0.0445,0.0239
Erie County,0.3462,0.5962,0.5081,0.3283,0.4015
Fairfield County,0.1594,0.4543,0.4699,0.182,0.196
Fayette County,0.5807,0.5943,0.2364,0.1454,0.3913
Franklin County,0.5409,0.5297,0.776,0.6977,0.6497
Fulton County,0.0675,0.4467,0.3563,0.0255,0.0585
Gallia County,0.6535,0.3385,0.1753,0.8193,0.601
Geauga County,0.1139,0.1129,0.1152,0.2918,0.0961
Greene County,0.1715,0.0799,0.489,0.3471,0.1658
Guernsey County,0.6844,0.538,0.1339,0.4636,0.5352
Hamilton County,0.462,0.5243,0.7366,0.6713,0.5908
Hancock County,0.1177,0.2246,0.3563,0.349,0.1604
Hardin County,0.5533,0.1775,0.119,0.8575,0.5177
Harrison County,0.6182,0.4598,0.1037,0.5985,0.5262
Henry County,0.1289,0.3093,0.342,0.0719,0.0977
Highland County,0.5912,0.357,0.0675,0.5724,0.4763
Hocking County,0.545,0.812,0.0675,0.3528,0.4976
Holmes County,0.4887,0.1037,0.0022,0.7646,0.3923
Huron County,0.3118,0.6809,0.328,0.1744,0.301
Jackson County,0.6713,0.525,0.0337,0.6443,0.5663
Jefferson County,0.3856,0.3853,0.3058,0.6141,0.433
Knox County,0.322,0.3576,0.1094,0.4111,0.2822
Lake County,0.1432,0.335,0.4018,0.1483,0.1438
Lawrence County,0.4623,0.6503,0.0932,0.2447,0.3672
Licking County,0.1308,0.4906,0.3748,0.3443,0.2256
Logan County,0.1254,0.2676,0.1861,0.3773,0.1578
Lorain County,0.3589,0.595,0.5819,0.4209,0.4499
Lucas County,0.6545,0.6252,0.7019,0.5794,0.678
Madison County,0.1963,0.2988,0.377,0.2319,0.195
Mahoning County,0.559,0.7216,0.6128,0.5043,0.6179
Marion County,0.6007,0.6242,0.3802,0.7222,0.6443
Medina County,0.0207,0.0888,0.1861,0.0388,0.0111
Meigs County,0.7795,0.7149,0.015,0.3831,0.5848
Mercer County,0.0223,0.104,0.0627,0.1257,0.0223
Miami County,0.1034,0.2752,0.2444,0.0579,0.0643
Monroe County,0.483,0.4429,0.0299,0.5437,0.4263
Montgomery County,0.5803,0.6952,0.6752,0.686,0.6904
Morgan County,0.7101,0.483,0.2485,0.4372,0.5425
Morrow County,0.195,0.3366,0.0474,0.2011,0.1486
Muskingum County,0.4989,0.4795,0.2587,0.636,0.511
Noble County,0.5282,0.5307,0.119,0.8508,0.5902
Ottawa County,0.0659,0.3306,0.2485,0.2027,0.105
Paulding County,0.1658,0.7187,0.2399,0.0356,0.1387
Perry County,0.441,0.2803,0.0229,0.5889,0.3688
Pickaway County,0.3681,0.2488,0.2164,0.5867,0.3592
Pike County,0.7617,0.7229,0.0735,0.629,0.6701
Portage County,0.4006,0.029,0.3649,0.7337,0.3293
Preble County,0.1079,0.2313,0.0337,0.0153,0.0328
Putnam County,0.0025,0.1422,0.2364,0.0407,0.0102
Richland County,0.5208,0.3455,0.4407,0.679,0.5329
Ross County,0.6408,0.363,0.3322,0.7257,0.5931
Sandusky County,0.2466,0.4537,0.4779,0.2208,0.2622
Scioto County,0.8008,0.4575,0.1861,0.9049,0.7474
Seneca County,0.1607,0.2975,0.3322,0.4416,0.2265
Shelby County,0.1874,0.2778,0.2164,0.1855,0.1467
Stark County,0.2835,0.4088,0.4248,0.3742,0.3147
Summit County,0.3815,0.5237,0.6096,0.3843,0.4407
Trumbull County,0.56,0.6023,0.413,0.5183,0.5533
Tuscarawas County,0.5822,0.3723,0.1225,0.3898,0.4216
Union County,0.0089,0.0455,0.3723,0.1066,0.0172
Van Wert County,0.0608,0.4015,0.1753,0.0299,0.0449
Vinton County,0.4979,0.5291,0.0169,0.2765,0.3595
Warren County,0.0102,0.1339,0.4569,0.1689,0.0461
Washington County,0.454,0.2628,0.0881,0.4388,0.3274
Wayne County,0.392,0.244,0.1457,0.7413,0.4123
Williams County,0.1903,0.4585,0.2323,0.1635,0.1785
Wood County,0.2164,0.022,0.3818,0.4741,0.1562
Wyandot County,0.021,0.4263,0.0821,0.1177,0.0487
Adair County,0.9348,0.9039,0.9284,0.7967,0.9472
Alfalfa County,0.2953,0.377,0.5119,0.3051,0.3048
Atoka County,0.8199,0.7076,0.6949,0.8718,0.8556
Beaver County,0.3309,0.9332,0.6936,0.0595,0.4034
Beckham County,0.8473,0.3045,0.6287,0.9698,0.8403
Blaine County,0.7009,0.9621,0.6701,0.3656,0.7553
Bryan County,0.8209,0.7506,0.6764,0.7747,0.8416
Caddo County,0.7601,0.8801,0.8304,0.8171,0.8705
Canadian County,0.245,0.5253,0.6316,0.3248,0.3433
Carter County,0.6532,0.9707,0.6971,0.4652,0.7751
Cherokee County,0.847,0.7241,0.8899,0.9669,0.9236
Choctaw County,0.9367,0.9567,0.797,0.7588,0.9485
Cimarron County,0.2587,0.9647,0.6656,0.015,0.3134
Cleveland County,0.4954,0.3404,0.6752,0.6694,0.5527
Coal County,0.8314,0.9373,0.7226,0.4753,0.8358
Comanche County,0.8129,0.8899,0.8346,0.9345,0.9211
Cotton County,0.4976,0.3274,0.6233,0.21,0.3859
Craig County,0.8333,0.936,0.7798,0.91,0.9316
Creek County,0.4076,0.5358,0.6185,0.5714,0.5205
Custer County,0.6332,0.756,0.7089,0.7528,0.7607
Delaware County,0.8326,0.7222,0.7474,0.5326,0.7878
Dewey County,0.4318,0.3649,0.5326,0.1982,0.3347
Ellis County,0.671,0.8218,0.4273,0.1413,0.5323
Garfield County,0.6783,0.9303,0.6402,0.5517,0.7706
Garvin County,0.5336,0.8689,0.6328,0.1931,0.546
Grady County,0.3637,0.4368,0.5326,0.4983,0.434
Grant County,0.2714,0.4413,0.4273,0.1225,0.2208
Greer County,0.7353,0.5177,0.6287,0.7162,0.727
Harmon County,0.8807,0.7779,0.8508,0.2428,0.7572
Harper County,0.3089,0.8489,0.6487,0.146,0.4028
Haskell County,0.916,0.9166,0.686,0.3866,0.8387
Hughes County,0.7999,0.727,0.776,0.6096,0.7945
Jackson County,0.6831,0.7646,0.7706,0.4451,0.6981
Jefferson County,0.7232,0.992,0.5978,0.398,0.8056
Johnston County,0.7611,0.9154,0.7016,0.8556,0.875
Kay County,0.8053,0.957,0.6449,0.6341,0.8549
Kingfisher County,0.3153,0.7117,0.6166,0.2297,0.398
Kiowa County,0.7763,0.9475,0.6373,0.2577,0.741
Latimer County,0.8816,0.6672,0.7655,0.7038,0.8396
Le Flore County,0.8899,0.972,0.6742,0.7566,0.924
Lincoln County,0.4362,0.651,0.5183,0.196,0.4101
Logan County,0.2418,0.2374,0.5829,0.4699,0.3003
Love County,0.7019,0.9367,0.686,0.5752,0.7961
McClain County,0.3061,0.5479,0.574,0.1619,0.2991
McCurtain County,0.7906,0.9819,0.7859,0.6971,0.8976
McIntosh County,0.7986,0.6694,0.706,0.5418,0.7528
Major County,0.1893,0.8654,0.4741,0.2491,0.3579
Marshall County,0.868,0.9946,0.7442,0.3843,0.8769
Mayes County,0.7394,0.8269,0.7474,0.4788,0.7499
Murray County,0.4397,0.6879,0.6656,0.581,0.5775
Muskogee County,0.8886,0.9427,0.8403,0.9882,0.9774
Noble County,0.2431,0.8743,0.5326,0.3538,0.4458
Nowata County,0.6004,0.6895,0.7276,0.518,0.6529
Okfuskee County,0.8037,0.783,0.7843,0.8632,0.8715
Oklahoma County,0.7801,0.8454,0.8403,0.7012,0.8431
Okmulgee County,0.8928,0.8495,0.7646,0.9033,0.922
Osage County,0.5997,0.4477,0.7537,0.5896,0.6207
Ottawa County,0.8015,0.9717,0.7458,0.8756,0.9252
Pawnee County,0.4636,0.5227,0.6083,0.4464,0.4979
Payne County,0.7693,0.0445,0.5969,0.8842,0.6408
Pittsburg County,0.8702,0.8104,0.6949,0.7572,0.868
Pontotoc County,0.5498,0.6316,0.7391,0.6472,0.6561
Pottawatomie County,0.7267,0.6691,0.6561,0.6965,0.7496
Pushmataha County,0.978,0.8326,0.6764,0.5453,0.8896
Roger Mills County,0.4664,0.7671,0.5065,0.0102,0.2835
Rogers County,0.3255,0.4712,0.6634,0.3331,0.3878
Seminole County,0.9542,0.9179,0.7502,0.8244,0.9523
Sequoyah County,0.8912,0.8247,0.7693,0.4426,0.8183
Stephens County,0.7114,0.8871,0.5476,0.349,0.6892
Texas County,0.8562,0.8476,0.9112,0.8368,0.9084
Tillman County,0.8597,0.9994,0.805,0.4639,0.9125
Tulsa County,0.7547,0.7871,0.7859,0.6039,0.7846
Wagoner County,0.3338,0.7875,0.6806,0.2463,0.4489
Washington County,0.5342,0.9058,0.6487,0.2402,0.5867
Washita County,0.602,0.8571,0.504,0.2902,0.5947
Woods County,0.6048,0.1674,0.4839,0.7649,0.5584
Woodward County,0.6647,0.8845,0.5644,0.6484,0.7611
Baker County,0.5078,0.4508,0.3166,0.5234,0.4811
Benton County,0.5399,0.0277,0.5488,0.8918,0.5005
Clackamas County,0.2377,0.3172,0.5437,0.4273,0.3023
Clatsop County,0.4903,0.5434,0.4913,0.7149,0.5813
Columbia County,0.2943,0.1823,0.4117,0.3096,0.2453
Coos County,0.6796,0.6942,0.4636,0.8616,0.7661
Crook County,0.3293,0.6551,0.3847,0.2529,0.356
Curry County,0.5387,0.6516,0.4518,0.6519,0.6067
Deschutes County,0.3662,0.1562,0.4222,0.287,0.2634
Douglas County,0.5969,0.7089,0.4165,0.6586,0.6487
Gilliam County,0.6357,0.2867,0.4569,0.5301,0.5282
Grant County,0.7343,0.5326,0.342,0.4222,0.5784
Harney County,0.5737,0.7232,0.4273,0.9892,0.8034
Hood River County,0.44,0.6045,0.7537,0.9306,0.7111
Jackson County,0.5937,0.6067,0.552,0.8139,0.7025
Jefferson County,0.7827,0.9774,0.8043,0.8727,0.9278
Josephine County,0.8151,0.805,0.4378,0.6376,0.7817
Klamath County,0.8276,0.9125,0.6045,0.6417,0.8438
Lake County,0.7824,0.6729,0.4913,0.9688,0.8517
Lane County,0.6522,0.4903,0.5294,0.9157,0.7375
Lincoln County,0.7127,0.8517,0.5294,0.4814,0.7165
Linn County,0.6347,0.6195,0.4779,0.6758,0.6586
Malheur County,0.937,0.951,0.7878,0.9949,0.9908
Marion County,0.7773,0.8641,0.7502,0.95,0.902
Morrow County,0.609,0.937,0.8101,0.5612,0.7735
Multnomah County,0.5037,0.105,0.6993,0.9345,0.5927
Polk County,0.4626,0.7792,0.5978,0.6828,0.6395
Sherman County,0.3204,0.4773,0.377,0.3503,0.3376
Tillamook County,0.4795,0.8256,0.4839,0.6955,0.6507
Umatilla County,0.6697,0.9625,0.7448,0.9854,0.9259
Union County,0.581,0.5285,0.3675,0.9542,0.7187
Wallowa County,0.2354,0.6822,0.2879,0.6888,0.4461
Wasco County,0.7623,0.769,0.6402,0.9873,0.8937
Washington County,0.2724,0.1779,0.7502,0.5676,0.3703
Wheeler County,0.4267,0.2771,0.3977,0.1171,0.2479
Yamhill County,0.4534,0.6863,0.6102,0.9424,0.7232
Adams County,0.2135,0.3108,0.3535,0.252,0.21
Allegheny County,0.2011,0.2221,0.5759,0.6004,0.314
Armstrong County,0.1791,0.167,0.0191,0.2914,0.132
Beaver County,0.203,0.3191,0.3563,0.3653,0.2386
Bedford County,0.3468,0.1518,0.0169,0.244,0.1868
Berks County,0.5383,0.7012,0.6806,0.6669,0.6659
Blair County,0.2622,0.3299,0.1339,0.609,0.3108
Bradford County,0.4025,0.3357,0.0579,0.587,0.3754
Bucks County,0.0967,0.2129,0.5005,0.2103,0.1317
Butler County,0.0722,0.036,0.1225,0.4728,0.0786
Cambria County,0.2288,0.4225,0.2323,0.6793,0.3605
Cameron County,0.5014,0.6688,0.1094,0.4483,0.4734
Carbon County,0.5301,0.209,0.2984,0.175,0.2895
